gene,variable,value
TMEM120A,arch_1,0.012018074
STYXL1,arch_1,-0.007862006
MDH2,arch_1,-0.0064167697
SRRM3,arch_1,-0.014733847
HSPB1,arch_1,-0.011449914
YWHAG,arch_1,0.039350893
SSC4D,arch_1,-0.022714434
ZP3,arch_1,-0.0130473
DTX2,arch_1,-0.004211823
AC005522.1,arch_1,-0.020308178
UPK3B,arch_1,-0.021258835
SPDYE16,arch_1,-0.021565
POMZP3,arch_1,-0.0035575484
AC006972.1,arch_1,-0.018650645
AC114737.1,arch_1,-0.019871434
CCDC146,arch_1,-0.02057924
FGL2,arch_1,-0.017302731
AC098851.1,arch_1,-0.016415937
GSAP,arch_1,-0.005034086
AC004921.2,arch_1,-0.021698542
PTPN12,arch_1,0.0163056
APTR,arch_1,0.0049643414
RSBN1L,arch_1,-0.0077824336
TMEM60,arch_1,-0.011407892
PHTF2,arch_1,-0.006769578
MAGI2,arch_1,-0.0103642335
AC006355.2,arch_1,-0.009342243
MAGI2-AS3,arch_1,0.007070472
GNAI1,arch_1,-0.05547554
CD36,arch_1,0.028459799
SEMA3C,arch_1,0.059214912
HGF,arch_1,0.009873828
CACNA2D1,arch_1,-0.028943762
AC006145.1,arch_1,-0.012579372
PCLO,arch_1,-0.014727607
SEMA3E,arch_1,0.016522042
SEMA3A,arch_1,0.041343417
SEMA3D,arch_1,0.039863892
GRM3,arch_1,-0.022232924
AC005009.2,arch_1,-0.020773942
KIAA1324L,arch_1,-0.028717903
DMTF1,arch_1,-0.03328017
TMEM243,arch_1,-2.980715e-05
TP53TG1,arch_1,-0.019437859
CROT,arch_1,-0.011907679
ABCB1,arch_1,-0.013991449
RUNDC3B,arch_1,-0.017471101
SLC25A40,arch_1,-0.022909919
DBF4,arch_1,-0.0029771898
ADAM22,arch_1,-0.05630317
SRI,arch_1,0.006255569
AC003991.2,arch_1,-0.018695548
AC003991.1,arch_1,0.055430703
STEAP4,arch_1,0.10917244
AC002069.2,arch_1,-0.029048204
ZNF804B,arch_1,0.004628326
AC002383.1,arch_1,-0.007537346
STEAP2-AS1,arch_1,0.017240135
STEAP1,arch_1,-0.006794658
STEAP2,arch_1,0.010000518
CFAP69,arch_1,0.03552328
AC002064.2,arch_1,-0.018473243
AC002064.1,arch_1,-0.003159244
FAM237B,arch_1,-0.015502807
GTPBP10,arch_1,0.0049149776
CLDN12,arch_1,0.014139011
CDK14,arch_1,-0.008377149
AC002456.1,arch_1,-0.0228871
AC002458.1,arch_1,-0.017669663
FZD1,arch_1,-0.0139096305
AC079760.2,arch_1,-0.0024307312
AC079760.1,arch_1,-0.033570353
AC000058.1,arch_1,-0.021211982
MTERF1,arch_1,0.013477114
AC003086.1,arch_1,-0.014564201
AKAP9,arch_1,-0.0049592676
CYP51A1,arch_1,-0.0023126455
CYP51A1-AS1,arch_1,-0.019046212
LRRD1,arch_1,-0.020811565
KRIT1,arch_1,0.006635114
ANKIB1,arch_1,-0.020511044
GATAD1,arch_1,-0.016820153
AC007566.1,arch_1,-0.019352682
ERVW-1,arch_1,-0.022445455
PEX1,arch_1,-0.011007816
RBM48,arch_1,-0.0045906957
FAM133B,arch_1,0.010418323
CDK6,arch_1,-0.07849173
AC000065.1,arch_1,-0.035771962
AC002454.1,arch_1,-0.02910488
SAMD9,arch_1,-0.011989131
SAMD9L,arch_1,-0.033978324
VPS50,arch_1,-0.009226951
GNGT1,arch_1,-0.018864168
GNG11,arch_1,-0.015578613
BET1,arch_1,0.0034921686
AC006378.1,arch_1,-0.010787893
AC003092.1,arch_1,-0.016345013
AC002074.1,arch_1,0.0027000918
AC002074.2,arch_1,-0.011240656
COL1A2,arch_1,-0.13435963
CASD1,arch_1,-0.013691534
SGCE,arch_1,-0.031836268
PPP1R9A,arch_1,-0.015368621
AC002429.2,arch_1,-0.014281136
PON1,arch_1,-0.014353113
PON3,arch_1,-0.00039304892
PON2,arch_1,-0.024398537
ASB4,arch_1,-0.02255374
AC002451.1,arch_1,0.029822046
PDK4,arch_1,0.14776759
DYNC1I1,arch_1,-0.055344205
SLC25A13,arch_1,0.069571674
SEM1,arch_1,-0.016274324
SDHAF3,arch_1,-0.00546785
AC079781.5,arch_1,0.0060732723
LMTK2,arch_1,-0.018816266
TECPR1,arch_1,0.0012828979
BRI3,arch_1,0.025026683
BAIAP2L1,arch_1,-0.0002483238
NPTX2,arch_1,-0.015617213
TMEM130,arch_1,-0.020914072
TRRAP,arch_1,-0.009837979
AC004893.3,arch_1,-0.020763345
SMURF1,arch_1,-0.012155848
KPNA7,arch_1,-0.028030818
AC004834.1,arch_1,-0.021847414
ARPC1A,arch_1,-0.0065910625
ARPC1B,arch_1,0.0020715382
PDAP1,arch_1,0.00861895
BUD31,arch_1,-0.005377025
PTCD1,arch_1,0.002982493
CPSF4,arch_1,0.0034284054
ZNF789,arch_1,-0.0064538037
ZNF394,arch_1,0.0024914725
ZKSCAN5,arch_1,-0.007624437
FAM200A,arch_1,0.0011763809
ZNF655,arch_1,0.015460067
TMEM225B,arch_1,-0.015915418
ZSCAN25,arch_1,-0.00480085
CYP3A5,arch_1,-0.0001742141
CYP3A7,arch_1,-0.011419039
CYP3A4,arch_1,-0.018676352
CYP3A43,arch_1,-0.014254104
TRIM4,arch_1,0.011289855
AC004522.3,arch_1,-0.018650245
AC004522.5,arch_1,-0.021003077
ZKSCAN1,arch_1,-0.0025354784
ZSCAN21,arch_1,0.0030035302
ZNF3,arch_1,0.0053459224
COPS6,arch_1,-0.0052882587
MCM7,arch_1,-0.007878743
AP4M1,arch_1,-0.011651084
TAF6,arch_1,-0.01897409
AC073842.2,arch_1,-0.020476501
CNPY4,arch_1,-0.019471906
MBLAC1,arch_1,-0.020975582
AC073842.1,arch_1,-0.021234618
LAMTOR4,arch_1,0.005693117
MAP11,arch_1,-0.019591423
GAL3ST4,arch_1,-0.020804247
GPC2,arch_1,-0.022256723
STAG3,arch_1,-0.011886823
CASTOR3,arch_1,-0.030187713
SPDYE3,arch_1,-0.0076467586
PILRB,arch_1,0.0080454005
PILRA,arch_1,0.008520406
ZCWPW1,arch_1,-0.002761837
MEPCE,arch_1,-0.015344958
PPP1R35,arch_1,-0.0068176216
C7orf61,arch_1,-0.020087007
TSC22D4,arch_1,-0.002704248
AGFG2,arch_1,-0.011782227
SAP25,arch_1,-0.01952581
LRCH4,arch_1,-0.006396121
FBXO24,arch_1,-0.022229161
PCOLCE-AS1,arch_1,-0.023654843
PCOLCE,arch_1,-0.00969183
MOSPD3,arch_1,-0.01731992
TFR2,arch_1,-0.012791906
GNB2,arch_1,-0.008736364
GIGYF1,arch_1,0.0036082775
POP7,arch_1,-0.015673177
ZAN,arch_1,-0.020185
EPHB4,arch_1,-0.011654615
SLC12A9,arch_1,-0.004361354
SLC12A9-AS1,arch_1,-0.020544216
TRIP6,arch_1,-0.0024743886
SRRT,arch_1,0.0017509661
ACHE,arch_1,-0.01805393
MUC12,arch_1,-0.016805774
TRIM56,arch_1,0.035452142
SERPINE1,arch_1,0.014834554
AP1S1,arch_1,-0.024362868
PLOD3,arch_1,-0.0038876159
ZNHIT1,arch_1,-0.015892992
CLDN15,arch_1,-0.014788842
FIS1,arch_1,0.006870756
IFT22,arch_1,-0.023981959
COL26A1,arch_1,-0.017190745
CUX1,arch_1,0.07221375
AC005096.1,arch_1,-0.0061919885
SH2B2,arch_1,-0.008981009
SPDYE6,arch_1,-0.013995324
PRKRIP1,arch_1,-0.0052864617
AC073517.1,arch_1,-0.022161052
ORAI2,arch_1,-0.026276303
ALKBH4,arch_1,-0.014432181
LRWD1,arch_1,-0.02091105
POLR2J,arch_1,-0.016040405
RASA4B,arch_1,-0.020088326
UPK3BL2,arch_1,-0.016413588
SPDYE2,arch_1,-0.007313376
POLR2J3,arch_1,0.008796302
AC105052.4,arch_1,0.023365514
SPDYE2B,arch_1,-0.01805609
AC105052.5,arch_1,-0.023932738
FAM185A,arch_1,8.534579e-05
FBXL13,arch_1,-0.012658765
LRRC17,arch_1,-0.040017754
NFE4,arch_1,-0.021630252
ARMC10,arch_1,-0.0006331294
NAPEPLD,arch_1,-0.007516903
PMPCB,arch_1,0.004609703
DNAJC2,arch_1,0.008267814
PSMC2,arch_1,0.00603726
SLC26A5,arch_1,-0.015043558
AC005064.1,arch_1,-0.026762892
RELN,arch_1,-0.024609935
ORC5,arch_1,-0.0024944928
LHFPL3,arch_1,-0.0052398033
LHFPL3-AS1,arch_1,-0.016420608
LHFPL3-AS2,arch_1,-0.016716165
AC007384.1,arch_1,-0.0017794934
LINC01004,arch_1,-0.008070501
KMT2E-AS1,arch_1,-0.0030994283
KMT2E,arch_1,-0.007559898
AC005070.3,arch_1,-0.011743827
SRPK2,arch_1,-0.016032862
AC004884.2,arch_1,-0.01832913
PUS7,arch_1,0.054579042
RINT1,arch_1,0.006042578
EFCAB10,arch_1,-0.011081213
AC073073.2,arch_1,-0.01750178
ATXN7L1,arch_1,-0.009027524
CDHR3,arch_1,0.0032753458
SYPL1,arch_1,0.014238672
NAMPT,arch_1,0.19635607
AC004917.1,arch_1,-0.007943799
AC005050.3,arch_1,-0.012284962
PIK3CG,arch_1,-0.018744742
PRKAR2B,arch_1,0.00853519
AC006387.1,arch_1,-0.017550511
HBP1,arch_1,0.013305914
AC004492.1,arch_1,-0.017394934
COG5,arch_1,-0.042303804
GPR22,arch_1,-0.014683782
DUS4L,arch_1,-0.015438152
AC004839.2,arch_1,-0.02400126
BCAP29,arch_1,-0.04753416
SLC26A4-AS1,arch_1,-0.020212682
SLC26A4,arch_1,-0.052921057
CBLL1,arch_1,0.0039822697
SLC26A3,arch_1,-0.020396158
DLD,arch_1,-0.025258949
LAMB1,arch_1,-0.1366101
AC005046.1,arch_1,-0.023625117
LAMB4,arch_1,-0.021912897
NRCAM,arch_1,-0.05189121
PNPLA8,arch_1,0.027288055
DNAJB9,arch_1,0.011967748
AC004014.1,arch_1,-0.025663693
AC073071.1,arch_1,-0.016895898
AC073114.1,arch_1,0.03472495
IMMP2L,arch_1,0.09264943
LRRN3,arch_1,0.018817531
DOCK4,arch_1,0.21879296
AC003077.1,arch_1,-0.013598365
DOCK4-AS1,arch_1,0.006456436
ZNF277,arch_1,0.01594513
AC004112.1,arch_1,0.006425242
IFRD1,arch_1,0.03831686
LSMEM1,arch_1,-0.0013590734
AC002463.1,arch_1,0.00094429904
TMEM168,arch_1,0.013283878
BMT2,arch_1,-0.011136538
AC073346.1,arch_1,-0.019326061
FOXP2,arch_1,0.035751592
AC073626.1,arch_1,-0.018351896
MDFIC,arch_1,-0.011746493
LINC01393,arch_1,-0.018064924
LINC01392,arch_1,-0.020091133
TFEC,arch_1,-0.015683902
TES,arch_1,-0.034299657
AC002066.1,arch_1,-2.8806215e-05
CAV2,arch_1,-0.009722473
CAV1,arch_1,0.0035104565
AC006159.1,arch_1,-0.019072682
MET,arch_1,-0.039852783
CAPZA2,arch_1,0.014499734
ST7-AS1,arch_1,-0.01667979
ST7,arch_1,-0.03810724
AC106873.1,arch_1,-0.018455712
ST7-AS2,arch_1,-0.025446601
WNT2,arch_1,-0.015027984
AC002465.2,arch_1,-0.022167386
CFTR,arch_1,-0.017220924
CTTNBP2,arch_1,-0.004924463
LSM8,arch_1,0.0028815297
ANKRD7,arch_1,-0.016167909
LINC02476,arch_1,-0.021942979
AC004946.1,arch_1,-0.012169797
KCND2,arch_1,0.12715434
TSPAN12,arch_1,-0.021008309
ING3,arch_1,-0.007093343
CPED1,arch_1,-0.14402662
FAM3C,arch_1,-0.010535364
PTPRZ1,arch_1,-0.0045260577
AASS,arch_1,0.10204709
AC015983.2,arch_1,0.014989979
CADPS2,arch_1,-0.024671674
AC004594.1,arch_1,-0.013680461
AC073311.1,arch_1,-0.017301591
IQUB,arch_1,-0.01528948
NDUFA5,arch_1,0.0030864717
WASL,arch_1,-0.0037659102
AC006333.2,arch_1,-0.016267002
AC006148.1,arch_1,-0.016385302
POT1,arch_1,-0.004864914
POT1-AS1,arch_1,0.030650718
GRM8,arch_1,-0.009411148
ZNF800,arch_1,0.015259708
GCC1,arch_1,-0.01627807
ARF5,arch_1,-0.01817794
FSCN3,arch_1,-0.02092553
SND1,arch_1,0.011785982
LRRC4,arch_1,-0.014488879
RBM28,arch_1,0.013879327
IMPDH1,arch_1,-0.010129647
HILPDA,arch_1,-0.004234037
METTL2B,arch_1,0.004360348
AC090114.2,arch_1,-0.010825091
AC018638.7,arch_1,-0.011614396
FAM71F2,arch_1,0.0017272494
AC018638.6,arch_1,-0.016297363
FAM71F1,arch_1,-0.017850347
CALU,arch_1,-0.004759159
OPN1SW,arch_1,-0.010923044
CCDC136,arch_1,-0.011487775
KCP,arch_1,-0.009245145
TNPO3,arch_1,-0.002534158
TSPAN33,arch_1,-0.019849366
SMO,arch_1,-0.023738842
AHCYL2,arch_1,-0.010556924
AC009244.2,arch_1,-0.020114386
AC078846.1,arch_1,-0.016281197
NRF1,arch_1,-0.00912606
UBE2H,arch_1,0.09183239
AC073320.1,arch_1,-0.014912981
ZC3HC1,arch_1,-0.0038066648
KLHDC10,arch_1,-0.028121945
TMEM209,arch_1,-0.0057558063
AC087071.2,arch_1,-0.0041425186
CEP41,arch_1,-0.017404981
MEST,arch_1,-0.058216404
AC007938.2,arch_1,-0.019509206
COPG2,arch_1,-0.036539968
AC007938.3,arch_1,-0.026686145
AUXG01000058.1,arch_1,-0.03684922
TSGA13,arch_1,-0.017444968
AC016831.7,arch_1,0.042857617
LINC00513,arch_1,0.06414031
AC058791.1,arch_1,0.016602648
MKLN1,arch_1,0.05902652
MKLN1-AS,arch_1,0.002977299
AC008264.2,arch_1,-0.01434417
PODXL,arch_1,0.008141795
PLXNA4,arch_1,0.20053898
AC018643.1,arch_1,-0.004265956
AC011625.1,arch_1,0.005139118
AC009365.1,arch_1,-0.01766177
CHCHD3,arch_1,0.06289845
AC009365.4,arch_1,-0.014625884
EXOC4,arch_1,-0.015163274
LRGUK,arch_1,-0.0055775214
SLC35B4,arch_1,-0.011959366
AC009275.1,arch_1,-0.01785142
AKR1B1,arch_1,-0.005205468
AKR1B15,arch_1,-0.009482667
BPGM,arch_1,-0.013213738
CALD1,arch_1,0.03217781
AC083870.1,arch_1,0.0073577194
AGBL3,arch_1,-0.0063696266
CYREN,arch_1,0.0061306423
TMEM140,arch_1,-0.008491446
AC083862.3,arch_1,-0.013139425
WDR91,arch_1,-0.0073425146
AC009542.1,arch_1,-0.017722677
STRA8,arch_1,-0.013951703
CNOT4,arch_1,0.016233498
NUP205,arch_1,0.0050490974
STMP1,arch_1,0.01011214
SLC13A4,arch_1,0.0043459293
AC091736.1,arch_1,-0.017442
FAM180A,arch_1,-0.026034426
AC015987.1,arch_1,-0.011694077
MTPN,arch_1,0.004889216
AC078845.1,arch_1,-0.019769974
AC009264.1,arch_1,-0.011586149
CHRM2,arch_1,-0.013278949
PTN,arch_1,-0.017462445
AC078842.2,arch_1,-0.017441966
AC078842.1,arch_1,-0.022792792
DGKI,arch_1,-0.10011399
CREB3L2,arch_1,-0.10699166
CREB3L2-AS1,arch_1,-0.022579052
AKR1D1,arch_1,-0.02375226
TRIM24,arch_1,-0.002941699
SVOPL,arch_1,-0.024418605
ATP6V0A4,arch_1,-0.021386042
TMEM213,arch_1,-0.019554274
KIAA1549,arch_1,-0.028853234
ZC3HAV1L,arch_1,-0.01887868
ZC3HAV1,arch_1,0.0115630925
TTC26,arch_1,-0.0004221733
UBN2,arch_1,-0.0112172775
LUC7L2,arch_1,0.019875595
AC083880.1,arch_1,-0.016984304
KLRG2,arch_1,-0.018822776
HIPK2,arch_1,0.14409812
TBXAS1,arch_1,-0.0072855325
PARP12,arch_1,-0.022433791
KDM7A,arch_1,0.023843993
KDM7A-DT,arch_1,-0.012681467
SLC37A3,arch_1,0.018802552
RAB19,arch_1,-0.01776308
MKRN1,arch_1,0.0077171307
DENND2A,arch_1,-0.017392814
AC006452.1,arch_1,-0.017682096
ADCK2,arch_1,-0.017854387
NDUFB2,arch_1,-0.0035643338
NDUFB2-AS1,arch_1,-0.018981004
BRAF,arch_1,0.003145373
MRPS33,arch_1,-0.016012315
TMEM178B,arch_1,-0.042396005
AC073878.1,arch_1,-0.026409829
AGK,arch_1,-0.0059341276
AC004918.1,arch_1,0.0014861563
DENND11,arch_1,0.0048417374
WEE2-AS1,arch_1,-0.0125361765
WEE2,arch_1,-0.022728791
SSBP1,arch_1,0.0044116047
TAS2R5,arch_1,-0.016828075
PRSS37,arch_1,-0.017263431
MGAM,arch_1,-0.003718867
CLEC5A,arch_1,-0.01716509
MGAM2,arch_1,-0.018640934
EPHB6,arch_1,-0.0014514159
KEL,arch_1,-0.01549369
GSTK1,arch_1,0.0035748547
AC073342.1,arch_1,-0.0049062427
CASP2,arch_1,-0.01300231
ZYX,arch_1,0.0050379857
EPHA1,arch_1,-0.01794694
EPHA1-AS1,arch_1,-0.004469057
TCAF2,arch_1,-0.0006763687
TCAF1,arch_1,-0.043361522
OR2F1,arch_1,-0.014872211
OR2A5,arch_1,-0.016725194
OR2A12,arch_1,-0.017385852
OR2A14,arch_1,-0.019104969
ARHGEF35,arch_1,-0.016025856
AC004889.1,arch_1,0.014800018
OR2A42,arch_1,-0.019046236
OR2A7,arch_1,-0.0004032185
OR2A1-AS1,arch_1,0.0074867466
OR2A1,arch_1,-0.01697603
ARHGEF5,arch_1,-0.004204161
TPK1,arch_1,-0.0048738723
AC006007.1,arch_1,0.025229484
CNTNAP2,arch_1,0.18803042
AC005229.5,arch_1,-0.018453162
CUL1,arch_1,0.022615016
EZH2,arch_1,0.0013936743
PDIA4,arch_1,-0.0081493845
ZNF786,arch_1,-0.013577501
ZNF425,arch_1,-0.009245525
ZNF398,arch_1,-2.8657472e-05
ZNF282,arch_1,-0.0048828684
ZNF212,arch_1,-0.008622117
ZNF783,arch_1,0.0024277354
ZNF777,arch_1,-2.4255452e-05
ZNF746,arch_1,0.02709197
KRBA1,arch_1,-0.015456599
SSPO,arch_1,-0.0169009
ZNF862,arch_1,-0.008319021
AC004877.1,arch_1,-0.016680967
ATP6V0E2-AS1,arch_1,-0.026982026
ATP6V0E2,arch_1,-0.028978743
AC092666.1,arch_1,-0.015876763
ACTR3C,arch_1,-0.0013274516
LRRC61,arch_1,-0.016838042
RARRES2,arch_1,0.00055511994
AC005586.1,arch_1,-0.017780121
ZNF775,arch_1,-0.015098036
AC073111.4,arch_1,-0.02178895
GIMAP8,arch_1,-0.017897012
GIMAP2,arch_1,-0.02287246
GIMAP5,arch_1,-0.01598499
TMEM176B,arch_1,0.06149861
TMEM176A,arch_1,-0.007394014
NOS3,arch_1,-0.017787213
ABCB8,arch_1,-0.010842009
AC010973.1,arch_1,-0.020510063
SLC4A2,arch_1,-0.0045220573
FASTK,arch_1,-0.011565534
TMUB1,arch_1,-0.016625239
AGAP3,arch_1,-0.00417378
AC021097.2,arch_1,-0.013625351
ABCF2,arch_1,0.02634875
CHPF2,arch_1,-0.008251034
SMARCD3,arch_1,0.0041918335
AC021097.1,arch_1,-0.022592347
AC005486.1,arch_1,-0.0210288
NUB1,arch_1,0.006216569
WDR86,arch_1,-0.01191114
RHEB,arch_1,0.052648302
PRKAG2,arch_1,0.078566924
AC093583.1,arch_1,-0.014907566
PRKAG2-AS1,arch_1,-0.012608742
GALNTL5,arch_1,-0.018342577
GALNT11,arch_1,-0.016539427
AC006017.1,arch_1,-0.020401653
KMT2C,arch_1,-0.005171883
LINC01003,arch_1,-0.013897324
XRCC2,arch_1,-0.018141078
ACTR3B,arch_1,0.010521952
AC006348.1,arch_1,-0.01900456
LINC01287,arch_1,-0.017822716
AC005998.1,arch_1,-0.017361151
DPP6,arch_1,0.09108513
AC006019.3,arch_1,-0.013074498
PAXIP1-AS2,arch_1,-0.01179632
PAXIP1,arch_1,-0.0011158295
AC093726.2,arch_1,-0.022504212
PAXIP1-AS1,arch_1,0.002234112
INSIG1,arch_1,-0.0011811134
AC009403.2,arch_1,-0.021232843
RBM33,arch_1,-0.0010506057
LINC01006,arch_1,0.004986459
RNF32,arch_1,-0.0063136704
AC005534.1,arch_1,-0.018325092
LMBR1,arch_1,0.00076929
NOM1,arch_1,0.011768574
MNX1,arch_1,-0.01772658
UBE3C,arch_1,0.015125691
DNAJB6,arch_1,-0.0074910633
PTPRN2,arch_1,-0.01363549
AC005481.1,arch_1,-0.019871864
NCAPG2,arch_1,0.004990097
ESYT2,arch_1,-0.040474538
WDR60,arch_1,-0.019489931
LINC00689,arch_1,-0.028337756
VIPR2,arch_1,-0.057188533
ZNF596,arch_1,0.00041175896
FBXO25,arch_1,-0.0019574333
TDRP,arch_1,0.009741204
ERICH1,arch_1,0.021740036
DLGAP2,arch_1,-0.0030426632
DLGAP2-AS1,arch_1,-0.018831003
CLN8,arch_1,-0.016931696
AC100810.1,arch_1,-0.012476159
ARHGEF10,arch_1,0.03911571
AC019257.1,arch_1,-0.028769588
KBTBD11,arch_1,-0.041474145
AC246817.2,arch_1,-0.022379035
AC246817.1,arch_1,-0.025721163
CSMD1,arch_1,0.013584701
AC009435.1,arch_1,-0.018622465
AC016065.1,arch_1,-0.019694638
MCPH1,arch_1,0.02400877
ANGPT2,arch_1,0.013085848
MCPH1-AS1,arch_1,-0.0023830931
AGPAT5,arch_1,0.021170322
AF233439.1,arch_1,-0.016076436
FAM66B,arch_1,-0.022751745
FAM66E,arch_1,-0.021189228
FAM85B,arch_1,0.031608257
PRAG1,arch_1,-0.095239714
AC087269.1,arch_1,-0.017656734
MFHAS1,arch_1,0.007797836
ERI1,arch_1,0.0053394376
PPP1R3B,arch_1,-0.011849729
AC022784.5,arch_1,-0.018209819
AC022784.1,arch_1,-0.016382596
AC021242.2,arch_1,-0.020450782
TNKS,arch_1,0.0002774466
AC034111.2,arch_1,-0.02031132
MSRA,arch_1,-0.032236077
AC023385.1,arch_1,-0.023119215
AC104964.3,arch_1,-0.025837012
AC104964.1,arch_1,-0.025958365
AC104964.2,arch_1,-0.020454401
PRSS51,arch_1,-0.021261144
AC104964.4,arch_1,-0.01986205
PRSS55,arch_1,-0.017824434
RP1L1,arch_1,-0.017379964
AC105001.1,arch_1,-0.0059424345
PINX1,arch_1,0.023082986
XKR6,arch_1,-0.041437972
MTMR9,arch_1,-0.0034507688
AF131216.1,arch_1,-0.018581074
SLC35G5,arch_1,-0.018623834
FAM167A-AS1,arch_1,-0.017986882
GATA4,arch_1,0.00048300886
C8orf49,arch_1,-0.019492576
NEIL2,arch_1,-0.016787956
FDFT1,arch_1,0.0003028962
AC069185.1,arch_1,-0.021812864
CTSB,arch_1,-0.017301574
FAM66D,arch_1,-0.02478876
FAM86B1,arch_1,-0.01997408
AC145124.1,arch_1,-0.005870163
FAM66A,arch_1,-0.025244001
FAM86B2,arch_1,-0.01693879
AC068587.4,arch_1,0.018230045
LONRF1,arch_1,0.0065866527
LINC00681,arch_1,-0.01664417
TRMT9B,arch_1,0.0472262
DLC1,arch_1,-0.1809013
AC106845.1,arch_1,-0.06882413
AC019270.1,arch_1,-0.030893214
C8orf48,arch_1,-0.015741372
SGCZ,arch_1,-0.014516412
TUSC3,arch_1,-0.089317255
MSR1,arch_1,-0.0051514166
AC011586.2,arch_1,-0.009916627
MICU3,arch_1,-0.015511649
AC079193.2,arch_1,-0.009451982
ZDHHC2,arch_1,-0.02544622
CNOT7,arch_1,-0.0071494677
VPS37A,arch_1,0.017251767
MTMR7,arch_1,0.00076250616
SLC7A2,arch_1,0.04657058
PDGFRL,arch_1,-0.028590897
AP006248.6,arch_1,-0.025046235
MTUS1,arch_1,-0.11007545
AC124069.1,arch_1,-0.020230766
AC027117.2,arch_1,-0.025784293
FGL1,arch_1,-0.019189237
PCM1,arch_1,-0.037058227
ASAH1,arch_1,-0.008619777
AC124242.1,arch_1,-0.018462671
NAT1,arch_1,-0.017289337
PSD3,arch_1,-0.04371402
AC100800.1,arch_1,-0.013407652
AC009884.1,arch_1,-0.01565552
AC100849.1,arch_1,-0.016518312
AC100849.2,arch_1,-0.01578411
SH2D4A,arch_1,0.010343243
CSGALNACT1,arch_1,0.015494324
AC090541.1,arch_1,-0.023530856
INTS10,arch_1,0.0008500917
LPL,arch_1,0.014053634
ATP6V1B2,arch_1,0.020152573
LZTS1,arch_1,-0.05010981
LZTS1-AS1,arch_1,-0.041694038
AC018541.1,arch_1,-0.018314062
AC021613.1,arch_1,-0.021138122
GFRA2,arch_1,-0.019339843
XPO7,arch_1,-0.01586142
NPM2,arch_1,-0.020113295
FAM160B2,arch_1,-0.011351379
NUDT18,arch_1,-0.020035358
HR,arch_1,-0.021053838
REEP4,arch_1,-0.018120246
BMP1,arch_1,0.030931262
AC105206.3,arch_1,-0.013528772
PHYHIP,arch_1,-0.012603491
POLR3D,arch_1,-0.0063315984
AC105206.2,arch_1,-0.012908481
PIWIL2,arch_1,0.0045660143
SLC39A14,arch_1,0.095066026
PPP3CC,arch_1,0.009864131
AC087854.1,arch_1,0.012720947
SORBS3,arch_1,0.0018427599
PDLIM2,arch_1,-0.0085858125
C8orf58,arch_1,-0.022985121
CCAR2,arch_1,0.002430363
AC037459.2,arch_1,-0.014331103
BIN3,arch_1,0.025364267
AC105046.1,arch_1,-0.024278635
EGR3,arch_1,-0.038369082
AC055854.1,arch_1,-0.031936575
PEBP4,arch_1,-0.032671478
AC107959.1,arch_1,-0.013575401
RHOBTB2,arch_1,-0.012350314
TNFRSF10B,arch_1,0.026931137
AC107959.2,arch_1,-0.018531354
TNFRSF10C,arch_1,-0.018736051
TNFRSF10D,arch_1,0.004141199
TNFRSF10A,arch_1,-0.018590042
CHMP7,arch_1,-0.0027752947
R3HCC1,arch_1,-0.027930701
LOXL2,arch_1,-0.122762
AC090197.1,arch_1,-0.050438147
ENTPD4,arch_1,-0.003468877
AC104561.1,arch_1,-0.018963248
SLC25A37,arch_1,0.050781272
ADAM28,arch_1,-0.014219022
AC120193.1,arch_1,-0.006496687
AC041005.1,arch_1,-0.018183745
DOCK5,arch_1,-0.045096382
GNRH1,arch_1,-0.0142664565
AC091185.1,arch_1,-0.024249518
KCTD9,arch_1,-0.029607473
CDCA2,arch_1,-0.017403139
AC009623.1,arch_1,0.0027655864
AC009623.3,arch_1,-0.021416968
AC090103.1,arch_1,-0.023442665
EBF2,arch_1,-0.09998942
PPP2R2A,arch_1,0.012268789
BNIP3L,arch_1,-0.009402357
PNMA2,arch_1,0.005450185
DPYSL2,arch_1,0.04937394
ADRA1A,arch_1,-0.008844305
TRIM35,arch_1,-0.0034266324
PTK2B,arch_1,-0.012119209
EPHX2,arch_1,-0.013026767
CLU,arch_1,0.00010955107
SCARA3,arch_1,-0.022649316
AC013643.2,arch_1,-0.0052101663
CCDC25,arch_1,-0.004440961
ESCO2,arch_1,-0.015632857
PBK,arch_1,-0.014312606
SCARA5,arch_1,0.21896975
AC069113.2,arch_1,0.03320785
NUGGC,arch_1,-0.01960397
ELP3,arch_1,0.0030713484
AC021678.2,arch_1,-0.017666971
PNOC,arch_1,-0.018339537
ZNF395,arch_1,-0.0048852805
FBXO16,arch_1,-0.026445635
AC025871.1,arch_1,-0.020466378
FZD3,arch_1,0.006109756
EXTL3,arch_1,0.0067665493
EXTL3-AS1,arch_1,-0.025878068
INTS9,arch_1,0.00029931546
INTS9-AS1,arch_1,-0.02002005
HMBOX1,arch_1,-0.010094987
KIF13B,arch_1,-0.0540191
AC108449.1,arch_1,-0.021283004
DUSP4,arch_1,-0.008372142
LINC02099,arch_1,-0.01666899
SARAF,arch_1,-0.020267125
AC044849.1,arch_1,-0.019327547
LEPROTL1,arch_1,-0.024689829
MBOAT4,arch_1,-0.022102002
AC026979.2,arch_1,-0.021599893
DCTN6,arch_1,-0.0020129064
AC026979.1,arch_1,-0.021020228
AC026979.4,arch_1,-0.012355128
